,0,1
91,0.07610944,0.074893326
92,0.0385184,0.08420834
93,0.5088281,0.18882978
94,0.052996814,0.32526797
95,0.07766384,0.0819698
96,0.16753659,0.28937745
97,0.06191343,0.36057347
98,0.052462727,0.22049758
99,0.105329424,0.25951427
100,0.40632877,0.1683338
101,0.075517714,0.13296357
102,0.051847488,0.08021659
103,0.02075389,0.32718807
104,0.31744653,0.4015154
105,0.11918011,0.26329246
106,0.02754122,0.3657046
107,0.18460122,0.2819516
108,0.18562666,0.14069206
109,0.44481573,0.3467952
110,0.061326414,0.11349508
111,0.51564324,0.42865622
112,0.023340642,0.1603306
113,0.031540394,0.21816853
114,0.15491888,0.07502103
115,0.22588724,0.27498594
116,0.046414495,0.26784468
117,0.2384803,0.3241722
118,0.070561945,0.16712531
119,0.048546433,0.24328575
120,0.08365375,0.30031508
121,0.18504003,0.24543709
122,0.33657792,0.20027706
123,0.19565952,0.15194923
124,0.038304448,0.36681408
125,0.39070916,0.3014561
126,0.040046006,0.21163586
127,0.13118762,0.3123207
128,0.20643511,0.29925972
129,0.053381085,0.25226963
130,0.23109049,0.4174955
131,0.38755214,0.049785078
132,0.14481491,0.3365406
133,0.09218523,0.32155618
134,0.08740947,0.084563226
135,0.072856665,0.43845248
136,0.3307363,0.103800416
137,0.06236571,0.08578199
138,0.0222632,0.18697232
139,0.029915571,0.15009096
140,0.07669303,0.32352108
141,0.38259208,0.2865159
142,0.51796466,0.07813269
143,0.57475764,0.22329944
144,0.2491928,0.33209926
145,0.3004684,0.13860816
146,0.059960425,0.13072842
147,0.1335589,0.14976904
148,0.10959378,0.20139158
149,0.25906315,0.08736819
150,0.10404509,0.11997199
151,0.078148454,0.4084067
152,0.27940032,0.33971152
153,0.08236569,0.07450664
154,0.4851163,0.448236
155,0.11980203,0.10591206
156,0.02452308,0.12417278
157,0.03085193,0.20649609
158,0.4062956,0.3512786
159,0.05487451,0.5136633
160,0.34036642,0.058346897
161,0.34522462,0.43133935
162,0.6189648,0.23089296
163,0.20214367,0.12224227
164,0.063317955,0.12598234
165,0.054502904,0.27669954
166,0.421708,0.47967264
167,0.051519036,0.25729942
168,0.46929258,0.24285272
169,0.016227752,0.3460866
170,0.14677447,0.104969144
171,0.28779903,0.18596682
172,0.50519055,0.45832494
173,0.33534813,0.3663401
174,0.11634052,0.3221007
175,0.14749351,0.019237995
176,0.1487602,0.06435448
177,0.35630307,0.39649373
178,0.04044968,0.07025045
179,0.1037412,0.100019425
180,0.30245018,0.19551486
181,0.06970519,0.114094734
182,0.5832666,0.23558596
183,0.020513505,0.2599761
184,0.47106954,0.098741174
185,0.1564028,0.2004196
186,0.017003357,0.28092414
187,0.28604496,0.048039615
188,0.087381124,0.35116985
189,0.2608238,0.32543793
190,0.08548662,0.2510251
191,0.11477882,0.13888836
192,0.16292548,0.2856049
193,0.5524786,0.09020576
194,0.053004295,0.09099418
195,0.5538063,0.10596365
196,0.056860358,0.24063668
197,0.5556745,0.49363267
198,0.39981377,0.13157827
199,0.5160007,0.112116456
200,0.07714808,0.3295106
201,0.11951548,0.048154294
202,0.28450656,0.2959921
203,0.3608672,0.12099841
204,0.039132714,0.17218703
205,0.017020613,0.17826313
206,0.3520851,0.15019566
207,0.05297342,0.17154223
208,0.19051367,0.29387748
209,0.5410394,0.16590112
210,0.15316233,0.1496839
211,0.14666131,0.3286646
212,0.16913107,0.26748246
213,0.09642354,0.09534818
214,0.092489004,0.07452789
215,0.46033278,0.23639324
216,0.087760806,0.1978563
217,0.16151899,0.1789346
218,0.5541072,0.13353616
219,0.0511297,0.059678763
220,0.05931261,0.1649738
221,0.048305094,0.3118074
222,0.16515678,0.35851392
223,0.6069301,0.10455224
224,0.31193084,0.398557
225,0.08931118,0.22606972
226,0.54506207,0.121744275
227,0.059372574,0.260894
228,0.053235322,0.31187564
229,0.47926503,0.30605307
230,0.093700916,0.21447867
231,0.057011485,0.15498528
232,0.08160299,0.075051695
233,0.14752644,0.21402568
234,0.6237183,0.19914198
235,0.14150938,0.17177048
236,0.3712772,0.1274552
237,0.42193475,0.2613495
238,0.52135473,0.3008799
239,0.14241874,0.043898523
240,0.65457445,0.13068458
241,0.08085173,0.26231384
242,0.48362753,0.37611148
243,0.0053467155,0.22414052
244,0.04654476,0.1290471
245,0.23137045,0.20898625
246,0.01770699,0.25587004
247,0.36023375,0.37833077
248,0.40383676,0.13413462
249,0.46947485,0.5851164
250,0.19390884,0.5197166
251,0.34209472,0.13046345
252,0.21678859,0.25383604
253,0.13171431,0.34628376
254,0.08444893,0.045654416
255,0.28726387,0.077004254
256,0.0935621,0.1106987
257,0.32997438,0.4086085
258,0.51436657,0.07828018
259,0.5644634,0.08558419
260,0.1743502,0.3319292
261,0.63214254,0.4578354
262,0.07410818,0.106637955
263,0.054995686,0.31487548
264,0.21679908,0.1604824
265,0.045714885,0.30415273
266,0.37122113,0.3231352
267,0.034949124,0.09136522
268,0.63751274,0.13812041
269,0.04321456,0.14780438
270,0.14131707,0.24047968
271,0.119303316,0.20065415
272,0.5695925,0.12290776
273,0.22912815,0.2177318
274,0.06867105,0.3929944
275,0.1588434,0.41421908
276,0.14593133,0.15704754
277,0.041854054,0.2728638
278,0.03226891,0.28648686
279,0.055666268,0.24122787
280,0.0568282,0.30448985
281,0.18372887,0.16395742
282,0.055063576,0.3809526
283,0.48469684,0.103652894
284,0.112470865,0.38630682
285,0.6227547,0.18483183
286,0.18014556,0.16412172
287,0.4386712,0.14701575
288,0.5433995,0.27054822
289,0.1397725,0.48542872
290,0.120271266,0.30219328
291,0.05154085,0.25617522
292,0.046812832,0.2057763
293,0.6048966,0.2944916
294,0.18198389,0.064079165
295,0.08684605,0.059033483
296,0.04249385,0.36239693
297,0.122513324,0.15204525
298,0.16468805,0.21554658
299,0.13743252,0.21611372
300,0.117353976,0.13018513
301,0.07803428,0.5264084
302,0.10464132,0.03500381
303,0.21348134,0.46012264
304,0.09812263,0.19027433
305,0.1368325,0.17985708
306,0.17461169,0.4221361
307,0.23049346,0.4477521
308,0.023694605,0.2481269
309,0.09927374,0.11719054
310,0.12635401,0.30652815
311,0.017917871,0.49763134
312,0.08198002,0.057635874
313,0.53362405,0.38194415
314,0.547651,0.24602145
315,0.5136414,0.4362204
316,0.50657266,0.083998024
317,0.04816225,0.22097704
318,0.5013591,0.1731073
319,0.057592303,0.29323328
320,0.106015265,0.30439126
321,0.4490205,0.106288075
322,0.18774658,0.1417116
323,0.12569565,0.048103213
324,0.21903232,0.22676018
325,0.5900917,0.37784025
326,0.092584044,0.10365456
327,0.077044934,0.2780105
328,0.1885958,0.5248584
329,0.0568797,0.34911716
330,0.17267516,0.04905519
331,0.47833806,0.13974336
332,0.06713477,0.11178586
333,0.12574127,0.23343939
334,0.50575143,0.1517401
335,0.01493445,0.26085207
336,0.06797698,0.20299637
337,0.57157683,0.113438785
338,0.013103098,0.158779
339,0.5421141,0.097694606
340,0.11713642,0.3080031
341,0.049691528,0.24296606
342,0.079116255,0.20458129
343,0.07717225,0.178705
344,0.26149702,0.13210347
345,0.19203028,0.13145107
346,0.32974952,0.478968
347,0.565625,0.2808317
348,0.29874748,0.37092263
349,0.35429594,0.5418077
350,0.5863233,0.29138893
351,0.03481382,0.14510444
352,0.22752821,0.17234272
353,0.05632487,0.100409836
354,0.047289103,0.14499733
355,0.100067675,0.4248923
356,0.07164058,0.096880436
357,0.6205896,0.13663998
358,0.07245538,0.30030084
359,0.11327019,0.2297138
360,0.504793,0.10471195
361,0.034748077,0.26386982
362,0.06052348,0.24561203
363,0.07119599,0.39725012
364,0.043453068,0.179122
365,0.17062312,0.14395753
366,0.13916415,0.051347405
367,0.0675416,0.353311
368,0.39244244,0.31958842
369,0.63457334,0.4274076
370,0.16345787,0.19908315
371,0.52089447,0.1783348
372,0.4040311,0.111833066
373,0.20239323,0.4271468
374,0.48383188,0.18596768
375,0.5548308,0.2137942
376,0.09896591,0.27140486
377,0.6014831,0.10395381
378,0.033863395,0.18712956
379,0.07619679,0.06275365
380,0.49859086,0.48486462
381,0.21679717,0.28544936
382,0.21240422,0.24238667
383,0.11666578,0.3090266
384,0.5815851,0.21102694
385,0.1461651,0.31404722
386,0.06634718,0.3541218
387,0.16308239,0.06128663
388,0.54230744,0.5136286
389,0.03029418,0.18963921
390,0.056546807,0.41434598
391,0.06325549,0.08524078
392,0.023112237,0.19897792
393,0.1896596,0.028929055
394,0.4050305,0.16406399
395,0.059432775,0.15097103
396,0.62510914,0.27167124
397,0.0880864,0.14048135
398,0.15878668,0.29698503
399,0.11288309,0.31427395
400,0.049497813,0.32588047
401,0.12851802,0.32184035
402,0.26922822,0.07595682
403,0.48613077,0.08538911
404,0.058226794,0.12375647
405,0.365147,0.06888595
406,0.55229396,0.25325757
407,0.048520833,0.06624213
408,0.012459546,0.0866752
409,0.038601905,0.5945074
410,0.14179355,0.17576647
411,0.34561938,0.072749734
412,0.10155216,0.24582905
413,0.44105956,0.41372004
414,0.019604445,0.141397
415,0.06665084,0.14396271
416,0.17943266,0.57251406
417,0.058806717,0.13226101
418,0.48380923,0.07619122
419,0.43490344,0.4658334
420,0.042811036,0.05166596
421,0.04156187,0.048150063
422,0.41596952,0.42412147
423,0.52625304,0.0835014
424,0.023073405,0.15974998
425,0.1352914,0.38322955
426,0.043789595,0.26120204
427,0.08080277,0.13869041
428,0.040595174,0.23433593
429,0.22055456,0.16969946
430,0.26687998,0.41253307
431,0.18776074,0.104056925
432,0.43764117,0.50787324
433,0.28617013,0.124177784
434,0.05091539,0.045057088
435,0.528855,0.38794488
436,0.17381796,0.36727405
437,0.14076701,0.2340272
438,0.6408337,0.41312787
439,0.5286737,0.14013064
440,0.19654307,0.06799865
441,0.08428818,0.21944249
442,0.03156349,0.20879623
443,0.07600677,0.15506855
444,0.029708654,0.2271466
445,0.11888111,0.35368586
446,0.45956933,0.14830163
447,0.12722829,0.37504676
448,0.5164143,0.336976
449,0.06965253,0.08447346
450,0.02427283,0.26520973
451,0.49726906,0.29891455
452,0.3170709,0.42884266
453,0.35750023,0.39395002
454,0.018238872,0.2092495
455,0.029720485,0.37706214
456,0.06428257,0.36029106
457,0.5784736,0.21475354
458,0.49191967,0.22440603
459,0.17379746,0.37076864
460,0.03836873,0.42243573
461,0.18636072,0.26898378
462,0.20435923,0.06584835
463,0.16665182,0.0910812
464,0.3263701,0.29735404
465,0.0052021146,0.14218023
466,0.14522952,0.141736
467,0.5198565,0.12431347
468,0.16308898,0.13458613
469,0.26443762,0.29639703
470,0.0745877,0.2028318
471,0.26242054,0.17281768
472,0.25558978,0.4849108
473,0.054604292,0.3218385
474,0.1308074,0.18269089
475,0.0077331364,0.25087148
476,0.045236975,0.35609436
477,0.17802617,0.18364304
478,0.047347724,0.20039457
479,0.20770875,0.13982043
480,0.067989975,0.3512501
481,0.5476272,0.43258747
482,0.11238882,0.14317068
483,0.32741255,0.05527383
484,0.058095306,0.08311257
485,0.47704235,0.21862534
486,0.20659548,0.4165253
487,0.2201201,0.41518787
488,0.07267034,0.06879774
489,0.31957102,0.058197856
490,0.075573,0.06680468
491,0.27811158,0.087225944
492,0.27976823,0.22586188
493,0.055648774,0.25617594
494,0.01963821,0.2640028
495,0.59376264,0.22509766
496,0.110066056,0.27385297
497,0.117675275,0.18652144
498,0.5212051,0.1414802
499,0.05528316,0.32020932
500,0.07239503,0.076061666
501,0.25358233,0.0486705
502,0.22385919,0.1368447
503,0.19980067,0.11794096
504,0.32710516,0.5475682
505,0.19465277,0.34366417
506,0.0827288,0.46358627
507,0.05168408,0.11695111
508,0.12354711,0.31256568
509,0.34495127,0.3064773
510,0.29796892,0.28081393
511,0.14100659,0.20471108
512,0.36375314,0.18130687
513,0.15401074,0.30816856
514,0.6214261,0.17557955
515,0.27139884,0.045339435
516,0.045330316,0.0833486
517,0.050557435,0.2845193
518,0.102810025,0.108602256
519,0.057608604,0.13824418
520,0.096562356,0.341255
521,0.36586505,0.09297055
522,0.05012858,0.4753114
523,0.16863883,0.137575
524,0.06503835,0.19638252
525,0.08435482,0.06853244
526,0.15227038,0.14626214
527,0.33398023,0.075072855
528,0.26844987,0.049248695
529,0.07919189,0.30171382
530,0.23921606,0.39874908
531,0.012957424,0.2802775
532,0.57897735,0.25413668
533,0.13246015,0.051389784
534,0.057168663,0.31799692
535,0.17165089,0.101037204
536,0.12715831,0.16947559
537,0.27332342,0.29716882
538,0.42645726,0.5257776
539,0.036469996,0.1255436
540,0.5225227,0.429675
541,0.4945003,0.091049105
542,0.043676913,0.31538498
543,0.13153401,0.0320414
544,0.09572923,0.4819258
545,0.027597636,0.32961822
546,0.07264179,0.36299863
547,0.25254482,0.22626862
548,0.090753704,0.36994612
549,0.24157661,0.1704506
550,0.05292383,0.07489404
551,0.057296008,0.29821706
552,0.52590257,0.21732587
553,0.06848648,0.19019327
554,0.4194795,0.42347777
555,0.3345797,0.22616562
556,0.15154657,0.105840474
557,0.037242323,0.29920566
558,0.22442105,0.42600724
559,0.04862255,0.22146177
560,0.052936792,0.21422693
561,0.56738126,0.12335011
562,0.059401035,0.119499385
563,0.1847679,0.085443676
564,0.46440083,0.06501314
565,0.038686097,0.19338533
566,0.012556344,0.30261332
567,0.3463744,0.23139429
568,0.1942837,0.31592017
569,0.3706213,0.06610328
570,0.1635519,0.24076262
571,0.106465876,0.3075102
572,0.054832965,0.43521246
573,0.61239374,0.097544104
574,0.02096799,0.2955142
575,0.13841045,0.29892856
576,0.09018561,0.33386254
577,0.3219103,0.2033529
578,0.07189855,0.24050203
579,0.5599122,0.37674153
580,0.37359834,0.36674088
581,0.07315111,0.1657114
582,0.45095164,0.18377522
583,0.2872672,0.26505348
584,0.35208422,0.5539571
585,0.07057589,0.121415466
586,0.5451493,0.38921183
587,0.47889015,0.043534547
588,0.47215706,0.32727087
589,0.098489106,0.046946257
590,0.24549046,0.44749212
591,0.056437522,0.28829584
592,0.5183532,0.21734941
593,0.3402855,0.13706681
594,0.14193869,0.2309173
595,0.5750867,0.15285105
596,0.59706295,0.16000739
597,0.06572211,0.18780911
598,0.5768084,0.061208576
599,0.29958504,0.1057747
600,0.5329937,0.15416932
601,0.4358044,0.20230445
602,0.592772,0.10838404
603,0.02799955,0.3241939
604,0.06329146,0.30565977
605,0.062411517,0.19801465
606,0.03951606,0.066982955
607,0.043799162,0.17583704
608,0.019638717,0.21731153
609,0.036556005,0.4261335
610,0.05430183,0.11464569
611,0.1557363,0.28569666
612,0.12866831,0.06719941
613,0.18150282,0.19070959
614,0.06643835,0.122739315
615,0.11833951,0.10959238
616,0.03753352,0.33319062
617,0.013300687,0.13792709
618,0.026395708,0.11263445
619,0.11160934,0.40348282
620,0.48192325,0.07949728
621,0.13245863,0.29279247
622,0.057814986,0.23993647
623,0.12507638,0.14587179
624,0.55313313,0.20015281
625,0.64452386,0.16531563
626,0.10284269,0.055968046
627,0.54408044,0.24156827
628,0.053964585,0.028434366
629,0.44685122,0.3568082
630,0.5408226,0.24484354
631,0.07326731,0.33738264
632,0.085225165,0.40430355
633,0.56935644,0.43808174
634,0.04480523,0.3786988
635,0.023553252,0.12301621
636,0.106934994,0.2532916
637,0.1021857,0.22606519
638,0.04682967,0.11019352
639,0.057494372,0.114346325
640,0.31654513,0.09311986
641,0.053816557,0.20939702
642,0.2054781,0.12426761
643,0.13708556,0.3383674
644,0.058835536,0.29275507
645,0.6005593,0.17133516
646,0.13474527,0.047345042
647,0.5259139,0.14323202
648,0.25543898,0.24170318
649,0.21309397,0.2402099
650,0.07509169,0.054303557
651,0.11779562,0.37790596
652,0.15239057,0.17469293
653,0.5299012,0.30446595
654,0.16191679,0.32301083
655,0.03746277,0.16932416
656,0.044980466,0.18520913
657,0.5328021,0.48003504
658,0.41247582,0.23043635
659,0.083972126,0.19551367
660,0.37954804,0.20439687
661,0.2947657,0.12624183
662,0.5351249,0.2589587
663,0.06536031,0.08807209
664,0.5740499,0.25756538
665,0.3370916,0.0682106
666,0.29425362,0.055300683
667,0.503322,0.23804563
668,0.20095417,0.26272976
669,0.3000836,0.4327775
670,0.08034864,0.072083086
671,0.057220906,0.1026766
672,0.04156986,0.18209243
673,0.16752908,0.36189455
674,0.386873,0.03869015
675,0.108082056,0.11518672
676,0.08911964,0.133333
677,0.09098545,0.4080251
678,0.35994035,0.24087444
679,0.19422743,0.12156165
680,0.4116647,0.39807323
681,0.57977444,0.38987616
682,0.0300951,0.12639973
683,0.5146902,0.34628722
684,0.3969423,0.09610328
685,0.2539737,0.13778794
686,0.047654808,0.08416027
687,0.17178911,0.3309728
688,0.088357806,0.39394435
689,0.06243947,0.21501213
690,0.038779467,0.099016696
691,0.22407049,0.11887202
692,0.12866792,0.27621675
693,0.52260816,0.07062328
694,0.44798288,0.0669803
695,0.020436078,0.23311874
696,0.3590973,0.2619211
697,0.14338732,0.31827134
698,0.09606993,0.057465702
699,0.053337693,0.23131451
700,0.026122332,0.1390441
701,0.28443494,0.13110659
702,0.22857055,0.13371518
703,0.27095866,0.45927063
704,0.10180938,0.28910166
705,0.4437763,0.5354039
706,0.06826049,0.047962666
707,0.08337003,0.1098479
708,0.06505296,0.09774116
709,0.3453805,0.23141131
710,0.107224494,0.0484412
711,0.4919739,0.41196543
712,0.020796716,0.17251116
713,0.5307008,0.36567846
714,0.10096437,0.23348132
715,0.083412886,0.041820794
716,0.034514427,0.16669324
717,0.006104052,0.19371626
718,0.023389667,0.21538079
719,0.07812095,0.31558347
720,0.073893905,0.23894933
721,0.015964508,0.23381981
722,0.5257294,0.35265166
723,0.10291955,0.19506088
724,0.18058899,0.124152094
725,0.30270416,0.12287328
726,0.50573087,0.1352241
727,0.50937647,0.46688688
728,0.07975763,0.1718188
729,0.3072595,0.36158645
730,0.06257558,0.09511688
731,0.3280314,0.20375955
732,0.18539378,0.07371616
733,0.19682238,0.24153382
734,0.26225638,0.18014625
735,0.109940976,0.093610644
736,0.134581,0.13575691
737,0.5326911,0.31349915
738,0.24164835,0.08103448
739,0.031232268,0.31075794
740,0.20845285,0.13982311
741,0.3434577,0.56646526
742,0.11620778,0.14543143
743,0.13671565,0.058725297
744,0.47622836,0.061941653
745,0.4997869,0.3236187
746,0.43745098,0.40495265
747,0.5079045,0.0452393
748,0.04567215,0.18133542
749,0.16310868,0.28925753
750,0.2937212,0.26904112
751,0.05069655,0.0891923
752,0.05541286,0.17064762
753,0.24166086,0.33277416
754,0.23632753,0.22352016
755,0.40028998,0.052252293
756,0.11794475,0.088939816
757,0.03481826,0.21562651
758,0.64795655,0.16851613
759,0.5333968,0.14045617
760,0.36331898,0.29325068
761,0.38550413,0.34764072
762,0.53547245,0.13003874
763,0.023371577,0.22423902
764,0.3726946,0.112516195
765,0.12714198,0.37090474
766,0.09531686,0.19721493
767,0.022901058,0.19127503
768,0.048118263,0.105216235
769,0.13476852,0.23363855
770,0.37678498,0.21466252
771,0.049832493,0.092775136
772,0.11287895,0.10880548
773,0.1877653,0.050219625
774,0.06112051,0.25103575
775,0.028826743,0.36664486
776,0.23052278,0.31481373
777,0.11981362,0.2655428
778,0.24078631,0.3991359
779,0.10274005,0.050104678
780,0.09480739,0.20714468
781,0.27747566,0.25167388
782,0.3146242,0.22877568
783,0.075680256,0.140405
784,0.20958936,0.26993078
785,0.40499532,0.12268573
786,0.13566217,0.016658098
787,0.08622521,0.2028442
788,0.5545269,0.2598345
789,0.23725152,0.050830513
790,0.14834577,0.15987596
791,0.10825625,0.21712825
792,0.079022646,0.24226382
793,0.16554824,0.4067897
794,0.505397,0.059054434
795,0.18194377,0.44215554
796,0.66406775,0.15340269
797,0.063100606,0.21483123
798,0.044189066,0.24382135
799,0.14544111,0.35776126
800,0.45788294,0.16042992
801,0.027862519,0.24884152
802,0.028020889,0.27648234
803,0.27766865,0.25802207
804,0.08752918,0.16741815
805,0.22558668,0.24840674
806,0.06875971,0.31113297
807,0.19438753,0.3498724
808,0.020013392,0.3374689
809,0.19722575,0.36571422
810,0.10153258,0.12149912
811,0.33795395,0.2812013
812,0.29850343,0.18736851
813,0.0291394,0.07392073
814,0.12871948,0.09512046
815,0.044083416,0.16456962
816,0.058927894,0.23132339
817,0.053368986,0.25043955
818,0.06877971,0.28411698
819,0.038120985,0.49154988
820,0.17308652,0.21333253
821,0.016234577,0.24112266
822,0.035992175,0.20736638
823,0.08660591,0.060794115
824,0.04288411,0.19076145
825,0.10662106,0.15272447
826,0.143866,0.23784554
827,0.20934662,0.28928173
828,0.10780674,0.19309434
829,0.026807994,0.22740656
830,0.10561359,0.1681172
831,0.2871666,0.49389187
832,0.05451271,0.45866197
833,0.38474542,0.31944472
834,0.082962066,0.23383611
835,0.038148582,0.196702
836,0.21829727,0.31402546
837,0.39926726,0.3040793
838,0.135719,0.10476565
839,0.3848544,0.3575796
840,0.037936628,0.19924146
841,0.1028496,0.2294682
842,0.053421617,0.34244233
843,0.2830331,0.18973988
844,0.0033158064,0.2819443
845,0.15452418,0.07459739
846,0.18937773,0.060597718
847,0.086507946,0.043228507
848,0.033977926,0.19916812
849,0.5231597,0.3655628
850,0.03875017,0.24577382
851,0.04475707,0.34291762
852,0.17488325,0.1581294
853,0.28852051,0.30391514
854,0.3642878,0.32212698
855,0.6946514,0.33021417
856,0.0031163692,0.1706436
857,0.1394256,0.34405395
858,0.16141936,0.51311964
859,0.28728494,0.22201577
860,0.022842556,0.26408646
861,0.11937615,0.36723548
862,0.45240822,0.109701574
863,0.05267355,0.13021296
864,0.4312574,0.40549982
865,0.0067708194,0.11757749
866,0.032337904,0.44217506
867,0.15397817,0.044185698
868,0.054576963,0.089019895
869,0.060260683,0.16846833
870,0.502366,0.06883201
871,0.09206605,0.1520482
872,0.040822566,0.34522805
873,0.31243443,0.054367065
874,0.13525921,0.25147742
875,0.38965398,0.34383553
876,0.12169102,0.3058313
877,0.57817996,0.086343974
878,0.31090873,0.31195563
879,0.1507529,0.21645898
880,0.5370587,0.070358545
881,0.028581738,0.2708515
882,0.17368847,0.025660753
883,0.38584793,0.33755428
884,0.25898224,0.22409385
885,0.3443998,0.19694325
886,0.062267125,0.13963112
887,0.47397423,0.09032974
888,0.19227952,0.4088114
889,0.07479811,0.2744825
890,0.50215197,0.22756961
891,0.2853449,0.4045726
892,0.03884819,0.08781317
893,0.079467624,0.14468616
894,0.3462527,0.40434095
895,0.17330763,0.3755601
896,0.24317196,0.2704606
897,0.039658368,0.087105334
898,0.29439378,0.36058825
899,0.5314349,0.3799409
900,0.20644763,0.095782995
901,0.009498119,0.24987414
902,0.16862506,0.13747075
903,0.45603028,0.48135185
904,0.11191055,0.26065952
905,0.27270627,0.28587365
906,0.34431806,0.3974548
907,0.12860239,0.15134025
908,0.2461119,0.28592068
909,0.12541884,0.5521328
910,0.29290766,0.14465225
911,0.49442092,0.3758085
912,0.014820993,0.123207
913,0.047263354,0.41004983
914,0.017892212,0.23959872
915,0.027041286,0.3751571
916,0.081810206,0.1996058
917,0.23493662,0.28419328
918,0.027347475,0.23081258
919,0.1287075,0.13215557
920,0.21544114,0.19519553
921,0.38796657,0.45044336
922,0.14982536,0.36752558
923,0.45090348,0.062027514
924,0.32150108,0.28330195
925,0.2791236,0.22053584
926,0.013432562,0.29275495
927,0.49221087,0.054567188
928,0.07516399,0.2583884
929,0.17402959,0.10761508
930,0.548846,0.098472595
931,0.28939414,0.40862963
932,0.43174177,0.17719108
933,0.16697297,0.36285338
934,0.11900696,0.14220968
935,0.0369519,0.34997785
936,0.34608096,0.21004036
937,0.569395,0.35313746
938,0.08765215,0.12556347
939,0.25828087,0.19710448
940,0.06728861,0.08697879
941,0.09178066,0.32871246
942,0.37747592,0.15420833
943,0.39999422,0.16438252
944,0.38888156,0.025056988
945,0.2929086,0.28768334
946,0.06600541,0.077068925
947,0.39463046,0.3873235
948,0.050307155,0.23120877
949,0.43330365,0.19408509
950,0.06133911,0.100878775
951,0.16184476,0.25686878
952,0.5374664,0.053759098
953,0.35067838,0.49194673
954,0.24942768,0.18899733
955,0.5271793,0.22006395
956,0.16030478,0.13948482
957,0.16147798,0.110809416
958,0.123324454,0.2225712
959,0.20958874,0.12718344
960,0.03759533,0.4694256
961,0.036621213,0.16623512
962,0.64268714,0.24652338
963,0.19276485,0.2643327
964,0.032862216,0.086815625
965,0.042114913,0.056286424
966,0.15495443,0.23821446
967,0.109665155,0.07258782
968,0.397289,0.41432485
969,0.17088589,0.05366835
970,0.37489915,0.1343401
971,0.1252167,0.49451956
972,0.6570886,0.33747935
973,0.16067177,0.22975594
974,0.10168445,0.085274965
975,0.008635491,0.35309267
976,0.20648658,0.072873175
977,0.0772312,0.53859794
978,0.16615611,0.22418645
979,0.35361105,0.35171932
980,0.008231431,0.2630946
981,0.56529486,0.15553805
982,0.34305823,0.105676085
983,0.055465043,0.35238814
984,0.0943948,0.12479532
985,0.46106243,0.2341269
986,0.096206844,0.25295377
987,0.13985023,0.2558754
988,0.09999144,0.10412657
989,0.16004965,0.4138619
990,0.42354333,0.32987416
991,0.3240909,0.32345062
992,0.0792909,0.3481951
993,0.10301712,0.3484275
994,0.3054834,0.53212565
995,0.19844383,0.19320601
996,0.07392794,0.17264572
997,0.40290686,0.43260953
998,0.05237472,0.069134116
999,0.26536638,0.11246833
1000,0.021701843,0.29610175
